count	action	text	source
4	short	long,short,char *,long,float *,long,float *,long,float *,long,unsigned short *,long,float	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12392
4	short	long,short,char *,long,long,unsigned short,unsigned long,unsigned long *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14145
4	short	long,short,char *,long,unsigned short *,long,struct limits *,char *,unsigned short *,float	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14119
4	short	long,short,char *,short,short,short,unsigned short,float,short,unsigned long *,short *,short *)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13645
4	short	long,short,char *,short,short,short,unsigned short,float,short,unsigned long,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13675
4	short	long,short,char *,unsigned long,float *,unsigned long,float *,unsigned long,float *,float *,float	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12547
4	short	long,short,char *,unsigned short,unsigned short,float,float,float,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13594
4	short	long,short,char *,unsigned short,unsigned short,float,unsigned short,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13499
4	short	long,short,short,char *,unsigned long,unsigned long,float *,unsigned long *,unsigned long *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12571
4	short	long,short,unsigned long *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13788
4	short	long,short,unsigned long,unsigned long,short *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:241410
4	short	long,short,unsigned short,short,unsigned short) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:241759
4	short	long,unsigned char *,unsigned long,unsigned short,unsigned short,float) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:244250
4	short	long,unsigned long *,short *,short *,short) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13676
4	short	long,unsigned long *,unsigned long *,unsigned short *,unsigned short *,long *,unsigned short *)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12271
4	short	long,unsigned long *,unsigned short *,unsigned short *,float *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:244232
4	short	long,unsigned long *,unsigned short *,unsigned short,float *,unsigned short,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:243165
4	short	long,unsigned long,unsigned long,long,short *,unsigned long *,unsigned long *,unsigned long	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:241376
4	short	long,unsigned long,unsigned long,struct HWND__ *,short,unsigned long) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:239697
4	short	long,unsigned short *,long *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12976
4	short	long,unsigned short *,long,unsigned short *,short) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12393
4	short	long,unsigned short,char *,unsigned long,unsigned long *,unsigned long *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14570
4	short	long,unsigned short,char *,unsigned long,unsigned long,unsigned long) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14549
4	short	long,unsigned short,float,float,unsigned short,float,long,unsigned short,unsigned short,float	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13195
4	short	long,unsigned short,float,long,unsigned char *,long *,unsigned short *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13149
4	short	long,unsigned short,float,long,unsigned long *,long *,unsigned short *,unsigned short,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13171
4	short	long,unsigned short,long *,long *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:241643
4	short	long,unsigned short,long,float,long *,unsigned char *,unsigned short *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13103
4	short	long,unsigned short,long,float,long *,unsigned long *,unsigned short *,unsigned short,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13125
4	short	long,unsigned short,long,long,unsigned short) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14363
4	short	long,unsigned short,long,unsigned short) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13244
4	short	long,unsigned short,long,unsigned short,float,float,long,long,float,unsigned long *,unsigned long	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12217
4	short	long,unsigned short,unsigned short *,unsigned short *,unsigned short *,unsigned short *,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13072
4	short	long,unsigned short,unsigned short) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13892
4	short	long,unsigned short,unsigned short,char *,float,float,unsigned short,float,long,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12469
4	short	long,unsigned short,unsigned short,char *,unsigned short,float,float,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12519
4	short	long,unsigned short,unsigned short,double) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12898
4	short	long,unsigned short,unsigned short,float,short *,float *,short *,unsigned short *,short *,struct	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12346
4	short	long,unsigned short,unsigned short,unsigned char *,unsigned long,unsigned long *,unsigned long *)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14525
4	short	long,unsigned short,unsigned short,unsigned short,char *,unsigned short,unsigned short,long,long)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14385
4	short	long,unsigned short,unsigned short,unsigned short,unsigned long,unsigned long) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14753
4	short	param_2 = (short *)((int)_param_2 + -1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:236067
4	short	param_4 = (short *)uVar2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:236206
4	short	pbVar1 = (byte *)(iVar8 + (short)local_8 * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:77818
4	short	pfVar10 = (float)(int)(short)*puVar5 * fVar4 + fVar3;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:296854
4	short	pfVar10 = (float)(int)(short)*puVar7 * fVar4 + fVar3;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:296819
4	short	pfVar10 = (float)(int)(short)*puVar9 * fVar5 + fVar4;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:297166
4	short	pfVar11 = (float)(int)(short)*puVar7 * fVar5 + fVar4;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:297206
4	short	piVar1 = aiStack_20 + (short)local_8;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:63261
4	short	psVar1 = (short *)(&DAT_2120f8de + iVar7);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:55153
4	short	psVar1 = (short *)((int)puVar12 + iVar8 * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:300588
4	short	psVar1 = (short *)(iVar3 + sVar5 * 8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:258875
4	short	psVar1 = (short *)(local_18 + (short)iVar8 * 8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:326222
4	short	psVar1 = *(short **)(psVar1 + 3);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:349467
4	short	psVar11 = (short *)((int)local_18 + iVar5 * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:325400
4	short	psVar11 = (short *)(uint)*(ushort *)(iVar6 + 10);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:262587
4	short	psVar2 = (short)iVar5 - (short)iVar1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:259393
4	short	psVar3 = (short *)(sVar1 + -1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:284808
4	short	psVar3 = (short *)ftol();	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:237634
4	short	psVar3 = (short)pcVar6 - sVar4;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:259215
4	short	psVar3 = *(short **)(psVar3 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:329761
4	short	psVar4 = (short *)(local_14 + 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:319118
4	short	psVar4 = (short *)*local_1c;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:305085
4	short	psVar4 = (short *)_STCMgrControlUser_12(uVar3);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:131679
4	short	psVar4 = (short *)ftol();	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:237635
4	short	psVar4 = (short *)local_1c[3];	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:305105
4	short	psVar5 = (short *)((int)local_c + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:279688
4	short	psVar5 = (short *)(int)local_28[4];	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:268190
4	short	psVar5 = (short *)(local_1c + 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:318357
4	short	psVar5 = (short)pcVar7 - sVar2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:259609
4	short	psVar7 = (short *)(local_14 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:317213
4	short	psVar7 = *(short **)(psVar7 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:328849
4	short	psVar8 = (short *)((int)_Dst + iVar5 * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:160745
4	short	psVar8 = (short *)((int)psVar3 - (int)psVar4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:237636
4	short	psVar8 = (short *)((int)psVar8 + 99);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:132016
4	short	psVar8 = (short *)(local_18 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:344953
4	short	puVar7[-1] = (short)*piVar8 + -1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:323706
4	short	sAIBoardStruct *,struct sScanConfigStruct *,short) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:243102
4	short	sAIGroupParam *,short,unsigned short,float,short,short *,float *,unsigned long *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:243144
4	short	sAIGroupParam *,unsigned long,unsigned long,unsigned long,short,float *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:243082
4	short	sVar10 = (short)sVar6 + 2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:310607
4	short	sVar10 = (short)sVar6 + 5;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:310622
4	short	sVar10 = *(short *)(local_18 + (int)psVar8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:262170
4	short	sVar2 = *(short *)(&DAT_2120f8de + iVar1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:256493
4	short	sVar2 = *(short *)(&DAT_2120f8de + iVar3);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53107
4	short	sVar2 = *(short *)(&DAT_2120f8de + iVar6);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52837
4	short	sVar2 = *(short *)(&DAT_2120f8de + iVar9);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52645
4	short	sVar2 = *(short *)(&DAT_21217bdc + iVar1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:260493
4	short	sVar2 = *(short *)((int)puVar1 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:80893
4	short	sVar2 = *(short *)pbVar1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:77638
4	short	sVar3 = (short)uVar2 + -1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:328152
4	short	sVar3 = *(short *)(&DAT_2120f8de + iVar1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:236709
4	short	sVar3 = *(short *)(&DAT_2120f8de + iVar8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:54573
4	short	sVar3 = *(short *)(*piVar10 + (short)local_14 * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:105593
4	short	sVar3 = *(short *)(piVar5 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:93941
4	short	sVar4 = (short)(sVar5 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:326113
4	short	sVar4 = *(short *)(&DAT_2120f8de + iVar5);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53704
4	short	sVar4 = *(short *)(local_c + 6);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:319511
4	short	sVar4 = *(short *)(pbVar2 + 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:63499
4	short	sVar5 = (short)(iVar2 + -1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:311672
4	short	sVar5 = *(short *)(local_c + 8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:317508
4	short	sVar6 = (short)local_8 + 1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:130980
4	short	sVar6 = (short)uVar16 + -1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:75621
4	short	sVar7 = (short)uVar5 + -1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:327980
4	short	sVar7 = *(short *)(puVar5 + 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:72439
4	short	sVar8 = (short)*(char *)(cVar7 + 10 + (int)puVar1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:93409
4	short	sVar8 = (short)pcVar10 - sVar8;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:258654
4	short	sVar8 = *(short *)(&DAT_2120f8de + iVar5);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:85989
4	short	short *)(&DAT_2120f8e0 + iVar3) = (short)iVar7;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:130615
4	short	short *)(&DAT_2120f8e0 + iVar7) = sVar4;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:55179
4	short	short *)(&DAT_2120f8e2 + iVar7) = sVar5;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:55180
4	short	short *)(&DAT_2120f920 + iVar1) = (short)cVar2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:251150
4	short	short *)(&DAT_21217bda + iVar1) = sVar6;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:260488
4	short	short *)(&DAT_2121848c + iVar12) = (short)local_18;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:311792
4	short	short *)((int)_Dst + 2) = (short)(char)_Src[1];	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:221659
