token	count	example_source
pvvar3	1196	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:62290
param_18	1194	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3981
x5c	1194	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4293
hd	1194	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:840
fun_21171bda	1188	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:132053
rd8840a.vi	1186	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52652
will	1185	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:76
rh	1185	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:6067
a.vi	1179	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/Source_LV5_1_Fluke_8840A.vi.txt:1
qelm	1179	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361306
icl4	1170	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:38522
operation	1169	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:93
hz	1164	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:237
lx	1164	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3293
sshuh	1164	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52874
x26	1163	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_decomp_full.txt:47
local_74	1162	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:61
values	1162	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:240
describes	1158	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:53001
config.vi	1155	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52658
l4	1148	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:7834
ivar20	1146	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:55131
allocatememory	1146	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:103997
dialog.	1146	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:124
refnumf	1140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54815
frequency	1136	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:351
found	1133	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:167
x3e	1132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3428
fvar1	1132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:105369
x2a	1128	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1372
dvar3	1124	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53297
pivar10	1124	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:90032
bits	1124	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54794
high	1119	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:846
param_17	1116	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3981
parity	1116	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54796
retcount	1116	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55652
x2f	1115	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:423
bvar5	1112	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:862
x3f	1110	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3465
nd	1106	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1060
have	1104	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:107
x4	1103	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:2541
check	1101	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:5
u0	1101	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3839
terminal	1100	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:726
dfd	1097	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:397
decade	1094	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:721
ok	1089	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/ghidra_runs_all_exec.tsv:1
x25	1080	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:2410
tdmaiterator	1080	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:230747
ee0	1077	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:6085
names	1072	/Users/<user>/LC103/2026-02-24_full_decompile_run2/DECOMPILE_SUMMARY.md:28
up	1072	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:349667
ulonglong	1070	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53255
setld_rd.vi	1070	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1275
parameters	1069	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:351
descriptor.vi	1064	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52646
mask	1062	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69674
puvar11	1056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_decomp_full.txt:712
calset.vi	1056	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:1
snd_cf	1049	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:72
t4	1045	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2977
pvvar4	1044	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50219
rs-232	1037	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52698
packed	1033	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:63330
pfvar2	1032	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:16718
c41	1030	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2162
fff	1029	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:409
stop	1029	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:240
noaddr	1028	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:56635
failed	1024	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:186
existing	1024	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:122
param_16	1022	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1567
too	1020	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78398
rj	1020	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1140
dee0	1018	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3133
ivar16	1018	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:84990
most	1018	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md:139
x4c	1016	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4208
ht	1012	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1469
action	1001	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:51632
labview.	999	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48220
dat_2120f8de	998	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145
could	998	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78398
xa8d	994	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52461
displayed	994	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md:139
initialize.vi	989	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52650
intensity	988	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:351
d20	983	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:149
fp	982	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:60
d47e9	980	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:91295
pvvar7	980	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:60604
concat31	978	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52124
ivar17	976	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:62428
information.	974	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52409
ddod	972	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48580
coded	972	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58312
pass	970	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:50866
character	964	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:860
qj	963	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:347
tbufferfactory	962	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:70096
test?	960	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:85099
x2717	956	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52466
nothing.	955	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:283
serpconfig.vi	955	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52680
controls	948	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:76
local_5	944	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:54566
d863c	943	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:16
x60	942	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4314
pvvar2	942	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:54859
occurs	941	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:122
x33	938	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:2995
code.	929	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52388
lvar1	928	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:2969
duration	924	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:71234
msec	924	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:71234
pcvar1	920	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:40
requested	912	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:240
identifies	911	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:281
uut_beep.vi	910	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:117
local_d4.bufferlength	908	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:17637
cvar3	908	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:55111
sv	906	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:9788
e80	900	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3212
card	897	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69449
block	896	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:35
psvar5	896	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:64365
cc0	894	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3360
bvar6	893	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:863
serpopen.vi	893	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:115
first	892	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
description	890	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/.DS_Store.txt:3
xd75d	890	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:27954
been	890	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:100
display	890	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48090
numeric	889	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47677
eec	886	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:1258
xd0	885	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4845
x78	884	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4431
fptd	882	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361804
next	881	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:46585
txd	879	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:362764
wwwwwwwwwwwwww	876	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:76325
bvar7	875	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:692
local_a	873	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:865
library	870	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/coverage_matrix.tsv:27
rf	870	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2801
x100	868	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:2386
x22	867	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1370
udf	867	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:43157
vi's	865	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:89
analysis	865	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
settled	865	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:97447
lab_211d47e9	864	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:352082
f00	862	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3232
fun_21185a40	860	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:31827
uvar17	856	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:51300
st	855	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:607
resource	853	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/coverage_matrix.tsv:3
boolean	853	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47676
auto	852	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47471
out2	852	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:53976
psvar7	850	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:63526
qrrwp	849	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:362336
pdvar9	848	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:156917
disk	848	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:177
button	848	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1135
disabled	847	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:349693
call	845	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78399
pcvar7	844	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:72857
unable	842	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:566
exists	842	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:124
rate	841	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:846
psvar3	840	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:75351
calb_set.vi	839	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1250
local_7c	838	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:61812
x98	837	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4582
param_19	836	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3981
x58	835	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_decomp_full.txt:480
xxxxx	834	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52169
execution	832	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:852
smpl	831	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:97457
x8	828	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:867
instr.	825	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:848
local_9c	822	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:112288
x?	822	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:8375
abc	819	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:586
hp	819	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:524
direction	818	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:230663
none	818	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:40699
continue	818	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52249
lvar3	817	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:14
